omega,country,sector
0.0004231788191097538,4,1030
0.0004008675351713576,4,1393
0.0004185277128677991,4,1410
0.000366600577796123,4,3211
0.000438026039411515,8,1030
0.0003553662421253001,8,1040
0.00044399284254490785,8,1410
0.00039916438686507966,8,1430
0.00037416043261339146,8,1520
0.0005990391811339643,8,2029
0.0003980114663977167,8,3100
0.0004940930104182031,Algeria,2710
0.0004887468340888119,Algeria,2819
0.00037756699949071174,28,2620
0.00041657364394124776,28,2651
0.0004186956604571597,31,1030
0.00044817646076001754,31,1079
0.0003558199724440208,31,1392
0.0003966467546961957,31,1393
0.0004891801679718651,31,2029
0.0005093258563549333,31,2220
0.0005487208352135458,31,2593
0.0004503834977142271,31,2599
0.0004413653822961035,31,2620
0.0003996090806856964,31,2630
0.0004130067353693142,31,2640
0.000559006594455534,31,2651
0.0003796720456605311,31,2710
0.000481593030832773,31,2740
0.0003737269395510656,31,2750
0.0006274778826506306,31,2790
0.0005416574984661357,31,2813
0.00029525417721810743,31,2819
0.00033961010231751813,31,2824
0.0003298778178955202,31,2930
0.0004479571933360921,31,3092
0.0003273668905345437,31,3100
0.00038220737628251607,31,3240
0.0003738079474031547,31,Wastes
0.00040006034159155646,44,1020
0.00044603187511848847,44,1071
0.00027794173445044455,44,1101
0.0003977484718050561,44,1103
0.0003549622616024645,44,1200
0.0003463607325420478,44,1312
0.0002959364684160055,44,1392
0.00039033953918168993,44,1393
0.0003834215873209628,44,1410
0.00032290692378660643,44,1512
0.0002464865058628873,44,1520
0.00033184758211783286,44,1709
0.0004189992248721782,44,2011
0.0004114431455705648,44,2013
0.00018152031457168417,44,2023
0.0003491792863224126,44,2220
0.0002518838363860604,44,2393
0.0003878352039592415,44,2420
0.00029968280099224563,44,2511
0.0002291595286768159,44,2593
0.00027922809579528736,44,2599
0.0004142679416649493,44,2610
0.0003328107295427529,44,2620
0.0003403762537832022,44,2630
0.0003235289195716119,44,2640
0.00032359376166261964,44,2651
0.0003853198382272948,44,2652
0.0002757880125792854,44,2670
0.0003019185178494402,44,2710
0.00034722876267461616,44,2740
0.0003136395417276429,44,2790
0.00025658928835015847,44,2811
0.0003583811150959228,44,2812
0.00031306063567700164,44,2813
0.00047168995277212353,44,2814
0.0002861261902903227,44,2816
0.00022012006534339866,44,2817
0.0002529433714279084,44,2818
0.00029144997831935337,44,2819
0.0003215717551307892,44,2930
0.00022396636751309833,44,3011
0.0003484383814134521,44,3100
0.0004945300433668291,44,3211
0.0003260680493311749,44,3230
0.0002447315146432208,44,3240
0.0004436385837830958,44,3250
0.00042355531100735056,44,3290
0.0002547576351423079,44,Wastes
0.00040399304407183695,48,1020
0.00032751146501594275,48,1312
0.00038826482168196,48,1392
0.0003425207360645458,48,1410
0.00043965461071705135,48,1512
0.00039916240409729105,48,2011
0.0003999727581715143,48,2012
0.0003377786597363455,48,2023
0.0004132930078151806,48,2220
0.00043363490319323674,48,2310
0.00044518418030939746,48,2420
0.00031202267760637,48,2599
0.0004110969063731684,48,2620
0.00041351097109021455,48,2651
0.0002713837417097211,48,2710
0.0003734098380950006,48,2790
0.0004774702443233892,48,2813
0.00031977058995302364,48,2819
0.00028419614977453713,48,2930
0.00041007910133791597,48,3211
0.0003656837256750404,Bangladesh,1020
0.00041628292430721873,Bangladesh,1030
0.00039029836231383185,Bangladesh,1074
0.0003889480198705325,Bangladesh,1393
0.0004261150994204763,Bangladesh,3240
0.0003807778870939596,51,1030
0.0003803713518131906,51,1050
0.0004042674718462183,51,1061
0.0005832724708153969,51,1079
0.0003774127170793369,51,1101
0.00038612205043463984,51,1102
0.00039554646290092715,51,1103
0.00038756610150814406,51,1104
0.0004639266234118334,51,1392
0.00044804520827535627,51,1393
0.00044130184388532724,51,1410
0.0004099465626929856,51,1430
0.000430971037026507,51,1512
0.0003487607806330463,51,1702
0.0002714495988822342,51,1811
0.0003410695455900413,51,2011
0.00047476665681185805,51,2100
0.0003546267532242788,51,2220
0.0004048437544624699,51,2310
0.000381022806453407,51,2396
0.00038544468270210674,51,2420
0.00035373985208934293,51,2593
0.0003718787984343363,51,2599
0.0005079099284776158,51,2620
0.00044493250373232125,51,2651
0.0004038343745847614,51,2652
0.0003995753930836744,51,2731
0.0004107937125732132,51,2790
0.00031965560869114476,51,2813
0.0004170619500595859,51,2829
0.0004540182580886794,51,3211
0.0004342306752576282,51,3290
0.00042207703292505405,52,1030
0.0004071581827162175,52,1071
0.0003715720524705421,52,1079
0.00041258153822017315,52,1101
0.00038676345067101514,52,1103
0.0004049100443133996,52,1104
0.00039737103014976597,52,1392
0.00036560764431935915,52,1709
0.0003688110322722242,52,2011
0.00042180411566103475,52,2620
0.000424860466412284,52,2651
0.00034420156381542374,52,2710
0.0005283179233133582,52,3250
0.00038474178119464323,60,1101
0.00044788297450133025,60,1392
0.00041936040092790104,60,1410
0.0004708718251895255,60,1512
0.0004771446302101979,60,2220
0.00036423101826013545,60,2620
0.0004681069705177371,60,2630
0.0004763297169266771,60,2640
0.00041656449392565343,60,2651
0.00037240258600688053,60,2670
0.00048235627361423736,60,2819
0.0005770368710457205,60,3211
0.0005603848977962389,60,3250
0.0003931121114055736,60,Wastes
0.000383943772791728,Bolivia,1071
0.0004097496419344809,Bolivia,1073
0.0004264960332482786,Bolivia,1074
0.00038136986951274143,Bolivia,1511
0.00037751766514672845,Bolivia,1610
0.00039230741880201206,Bolivia,1621
0.0003521234524958142,Bolivia,2029
0.00046113494759069854,Bolivia,2219
0.00034236629434321276,Bolivia,2310
0.0003556240429423381,Bolivia,2393
0.0003680597936958995,Bolivia,2399
0.00031806897801290224,Bolivia,2512
0.00040237506941535287,Bolivia,2599
0.0004606617518111566,Bolivia,2732
0.0003750069949842021,Bolivia,2790
0.00043434994360317953,Bolivia,2811
0.0003109043182326675,Bolivia,2813
0.00040665899238149773,Bolivia,2814
0.00032735825734243364,Bolivia,2822
0.0003738365283246804,Bolivia,2824
0.0003883177287590391,Bolivia,3211
0.000445217022698205,Bolivia,3220
0.00039808221016300605,70,1030
0.0003814768020866049,70,1061
0.00041062054283564893,70,1071
0.0004068713472809804,70,1072
0.00039740580125273336,70,1073
0.0004229373264553441,70,1074
0.00039154598191424564,70,1079
0.00041936616512141004,70,1101
0.0004584353379248125,70,1103
0.000393805072912602,70,1104
0.0003216736058673142,70,1392
0.0004282518264683171,70,1393
0.0003930841474058288,70,1410
0.00039898036359333665,70,1430
0.0004681521158879445,70,1512
0.00039679305946207447,70,1520
0.0004006756492769222,70,1610
0.0004540636515261036,70,2023
0.0004767884547485292,70,2220
0.00044999255622802113,70,2310
0.00040703984243358306,70,2420
0.00045586234631713086,70,2511
0.0004425082860861937,70,2520
0.00046332541771669186,70,2593
0.0004043182365757426,70,2599
0.0003223728224816864,70,2620
0.00025911865065084675,70,2651
0.000196847248280214,70,2790
0.00038258719396198784,70,2813
0.00041503484471859477,70,2819
0.0004098720350593989,70,2822
0.0005203816468878399,70,2930
0.00040379665393505405,70,3100
0.0005267403057620013,70,3240
0.00040517070626138504,70,3250
0.0004577692070007914,70,3290
0.00038124020108508606,72,3211
0.0004072569022769699,84,1020
0.0003839598227310303,84,1030
0.0004209321489464604,84,1079
0.00045313922121751975,84,1101
0.00044525850953920935,84,1392
0.00048212485742336067,84,1512
0.0004310567308275501,84,1610
0.0003855780576741142,84,2029
0.0003922603104519041,84,2219
0.0003624068761038297,84,2220
0.0005450693055142256,84,2599
0.00030759620140152647,84,2620
0.0004021062229364101,84,2630
0.0005333774281524105,84,2651
0.0003595865290381323,84,2710
0.00038975994973674974,84,2740
0.0004900797387343168,84,2813
0.0005368506829894688,84,2930
0.00045357142691032176,84,3211
0.0004528505844669929,92,2220
0.00031651000123278096,92,3100
0.0003488485911501044,96,1410
0.000374901297323343,96,1430
0.0001348847866397283,96,2220
0.0002976414112605783,96,2651
0.00039905046554436756,96,2710
0.0003448513456806962,96,2790
0.0003671310526777988,96,2819
0.00034525921522836193,96,2930
0.0004050513196681289,112,1020
0.0004341577865034915,112,1030
0.000469850837455827,112,1050
0.0003941366558364638,112,1071
0.00038868308595088136,112,1073
0.0004259577167896532,112,1104
0.0003855849636053978,112,1312
0.00028096303721523904,112,1392
0.0004148113401081076,112,1410
0.0003866755657117581,112,1430
0.0005791097147462414,112,1512
0.00032817177848560995,112,1621
0.00039451880981995893,112,1622
0.00040727033059267725,112,2011
0.0003959943243210458,112,2029
0.0004586821471327433,112,2219
0.00035502692892245576,112,2220
0.00043575424711764986,112,2593
0.00048014681041745117,112,2599
0.0003448277771578159,112,2651
0.0004037617666892442,112,2670
0.0003578495895961616,112,2710
0.0004124284065649674,112,2731
0.0004737143990106743,112,2740
0.0005172899236805939,112,2790
0.0004068799563115594,112,2930
0.0003681983313182463,112,3100
0.0003534259064701282,112,3240
0.00040666649659815195,112,3290
0.0005310795830279429,Cambodia,1061
0.00043597139729885387,Cambodia,1312
0.0003938748734672447,Cambodia,1392
0.00041044717168235674,Cambodia,1399
0.00040373426072309036,Cambodia,1410
0.0004066833296874765,Cambodia,1430
0.0005169640964705456,Cambodia,1512
0.00042177935612302403,Cambodia,1520
0.00034987530386716324,Cambodia,1629
0.000485426380857002,Cambodia,1709
0.00043578405653390737,Cambodia,2220
0.000414296597429846,Cambodia,2395
0.00036837547873628905,Cambodia,2396
0.0003997167739971452,Cambodia,2593
0.000387457501451893,Cambodia,2599
0.0004413347478974582,Cambodia,2620
0.00038404309353218437,Cambodia,2630
0.00036747660674365986,Cambodia,2651
0.0003914313500133748,Cambodia,2930
0.00037702172898284854,Cambodia,3100
0.0003932748604154546,Cambodia,3211
0.0006377414983916756,Cambodia,3212
0.00040832506595127186,Cambodia,3230
0.0003684228910429055,Cambodia,3240
0.0003778715720729707,Cambodia,3250
0.00034231525873930715,Cambodia,3290
0.000285613769016859,Cambodia,Wastes
0.00034614327766940747,120,1030
0.000395148754662046,120,1073
0.0005397380234965085,120,1079
0.00037126193057247586,120,1104
0.0003394755068731296,120,1392
0.0003502132770266391,120,1410
0.00047160017022418926,120,1512
0.0003752480017289112,120,1520
0.0004524176693479975,120,1610
0.00040032123089329806,120,1621
0.00036126444976639993,120,1629
0.00024931269843411275,120,2011
0.00047510356632163444,120,2219
0.00035253442035406443,120,2220
0.00035669954891269187,120,2393
0.00037161082917761364,120,2593
0.00031218599469720333,120,2599
0.0004204015676832797,120,2610
0.0004197480869813316,120,2620
0.00041094957498408484,120,2630
0.0005027230265168877,120,2640
0.0004241105043368874,120,2651
0.0003407651639752134,120,2710
0.00038542637087749475,120,2740
0.00033853250972558694,120,2790
0.00032948535420745305,120,2813
0.0004362104952316288,120,2819
0.0003503200537212675,120,2829
0.00033564167018655916,120,2930
0.00040450049113783376,120,3100
0.00022734074981967852,120,3211
0.00035086241300829495,120,3220
0.00046075508080380356,120,3240
0.00025262976730128044,120,3250
0.00040249561296310156,120,3290
0.000405754874049346,132,1101
0.0004956069072394542,132,2620
0.0003572390869240586,136,2610
0.00041287910405042263,136,2620
0.00043424063135233604,136,2630
0.0003370324472817672,136,2651
0.0003459386634159891,136,2930
0.00042074638399686355,136,3211
0.00041252714559902447,140,1610
0.0004121422691391305,Sri Lanka,1020
0.0004440039557688043,Sri Lanka,1030
0.0003848038161423539,Sri Lanka,1040
0.00044418591435794466,Sri Lanka,1061
0.0004380036993699319,Sri Lanka,1071
0.0004464201229232449,Sri Lanka,1073
0.0004072342395152838,Sri Lanka,1079
0.00047498501902227364,Sri Lanka,1104
0.00041919903838606937,Sri Lanka,1311
0.0004058356699194312,Sri Lanka,1312
0.00037637803353652574,Sri Lanka,1391
0.00040162057150035804,Sri Lanka,1392
0.0004710955961021719,Sri Lanka,1393
0.0003873249760443495,Sri Lanka,1394
0.00046925256507674573,Sri Lanka,1399
0.00040323230410880065,Sri Lanka,1410
0.00040881906977388246,Sri Lanka,1430
0.0004070930949924211,Sri Lanka,1512
0.0003740848036922255,Sri Lanka,1520
0.0003809994975667278,Sri Lanka,1621
0.0004060409582603816,Sri Lanka,1629
0.00040317315536740503,Sri Lanka,1702
0.0004294499912228506,Sri Lanka,1709
0.0004048355843748565,Sri Lanka,2013
0.0005023445021316867,Sri Lanka,2023
0.00040916723341028025,Sri Lanka,2029
0.0003424181278585326,Sri Lanka,2030
0.0004307019366868348,Sri Lanka,2211
0.00040540991195205697,Sri Lanka,2219
0.0004132164390469894,Sri Lanka,2220
0.0003675698665530907,Sri Lanka,2310
0.00031426478072212743,Sri Lanka,2392
0.00040000339057864816,Sri Lanka,2393
